Provider #,Campus #,Program #,TWIST Provider ID,TWIST Program ID,Program Status,Provider Name,Description Of Provider,Provider URL,Institution Type,Campus Name,Campus Address1,Campus Address2,Campus City,Campus State,Campus Zip Code,Campus County,"Information:
Public Transit?","Information:
Onsite Childcare?","Information:
Flexible Hours?",Program Name,Program Description,Pell Eligible,Academic PreRequisites,Program URL,Program Outcome,Associated Credential Name,"Length:
Contact Hours","Length:
Weeks",Program Format,Occupation Code 1,Occupation Code 2,Occupation Code 3," Required Cost:
Tuition & Fees ","Required Cost Description:
Tuition & Fees"," Required Cost:
Books Supplies ","Required Cost Description:
Books Supplies"," Optional Cost:
Other ","Optional Cost Description:
Other"," (Out Of District)
Cost: 
Tuition & Fees ","(Out Of District)
Cost Description:
 Tuition & Fees",Number Of Apprentices,Program Start Date,Program Last Update Date
802,1952,31259,72210,108058,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,Cisco Certified Network Associate (CCNA) Level 1 Certificate,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34288&returnto=12939,Community college certificate of completion,(CL1) Certificate Level 1,320,32,Distance Education,15115200,15114200,15114300, 1684 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,,,, 2820 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","September 21, 2020 2:17 PM"
802,1952,8846,72210,104421,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,Computer Forensics Certificate,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,www.alamo.edu/nvc,No credential - employment only,,464,,In-person,15114300,,, 2658 ,, 330 ,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
802,1952,31262,72210,108926,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,Information Assurance & Cyber Security AAS,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34284&returnto=12939,Associates Degree,(AAS) Associate of Applied Science,1248,80,In-person,15112200,15114200,15115200, 6250 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 765 ,Textbooks and supplies,,, 13210 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","June 11, 2021 3:55 PM"
802,1952,31261,72210,108060,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,Information Assurance & Cyber Security AAS,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34284&returnto=12939,Associates Degree,(AAS) Associate of Applied Science,1248,80,Distance Education,15112200,15114200,15115200, 6250 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 765 ,Textbooks and supplies,,, 10510 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","September 21, 2020 2:17 PM"
802,1952,31264,72210,108062,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,"Network Administrator, AAS",Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34303,Associates Degree,(AAS) Associate of Applied Science,1296,80,In-person,15114200,15115200,15112100, 6250 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 765 ,Textbooks and supplies,,, 13210 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","September 21, 2020 2:17 PM"
802,1952,31263,72210,108061,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,"Network Administrator, AAS",Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34303,Associates Degree,(AAS) Associate of Applied Science,1296,80,Distance Education,15114200,15115200,15112100, 6250 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 765 ,Textbooks and supplies,,, 10510 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","September 21, 2020 2:17 PM"
802,1952,31266,72210,108064,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,Network Cloud & Architecture AAS,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34309&returnto=12939,Associates Degree,(AAS) Associate of Applied Science,1248,80,In-person,15114200,15114200,15114300, 6250 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 765 ,Textbooks and supplies,,, 13210 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","September 21, 2020 2:17 PM"
802,1952,31265,72210,108063,Approved,ACCD Northwest Vista College,,http://www.alamo.edu/nvc/,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,3535 North Ellison Drive,,San Antonio,TX,78251,Bexar,,,,Network Cloud & Architecture AAS,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,https://mynvccatalog.alamo.edu/preview_program.php?catoid=196&poid=34309&returnto=12939,Associates Degree,(AAS) Associate of Applied Science,1248,80,Distance Education,15114200,15114200,15114300, 6250 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 765 ,Textbooks and supplies,,, 10510 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"June 26, 2020 4:09 PM","September 21, 2020 2:17 PM"
803,1496,8854,72211,104429,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,Administrative Assistant Certificate,Administrative Assistant and Secretarial Science General,Yes,High School Diploma or Equivalent,http://alamo.edu/pac/ciscs/dereeplans/,Community college certificate of completion,,800,48,Distance Education,43601400,,, 4000 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 3000 ,,,, 8000 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
803,1496,31549,72211,108933,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,Basic Nursey & Landscape Operations Level 1 Certificate,Landscaping and Groundskeeping,Yes,High School Diploma or Equivalent,https://mypaccatalog.alamo.edu/preview_program.php?catoid=194&poid=34202,Community college certificate of completion,CL1 Certificate Level 1,464,32,Hybrid,11901301,37301100,37101200, 2194 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 272 ,books,,, 4630 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"August 14, 2020 12:35 PM","June 11, 2021 3:55 PM"
803,1496,31555,72211,108939,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,Business Management & Operations - Administration Level 1 Certificate,"Business Administration and Management, General",Yes,High School Diploma or Equivalent,https://mypaccatalog.alamo.edu/preview_program.php?catoid=194&poid=34188&returnto=12939,Community college certificate of completion,CL1 Certificate Level 1,288,32,Distance Education,11301100,43101100,43601400, 1684 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,,,, 2820 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"August 14, 2020 12:35 PM","June 11, 2021 3:55 PM"
803,1496,31544,72211,108928,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,Business Management & Operations - Entrepreneurship Level 1 Certificate,"Business Administration and Management, General",Yes,High School Diploma or Equivalent,https://mypaccatalog.alamo.edu/preview_program.php?catoid=194&poid=34238&returnto=12939,Community college certificate of completion,CL1 Certificate Level 1,400,32,Hybrid,43309900,43906100,43303100, 2563 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 120 ,books,,, 5347 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"August 14, 2020 12:35 PM","June 11, 2021 3:55 PM"
803,1496,31543,72211,108927,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,"Business Management & Operations - Entrepreneurship Specialization, A.A.S.","Business Administration and Management, General",Yes,High School Diploma or Equivalent,https://mypaccatalog.alamo.edu/preview_program.php?catoid=194&poid=37610&returnto=12939,Associates Degree,AAS Associate of Applied Science,1264,96,Hybrid,43309900,43906100,43303100, 6527 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 609 ,books,,, 13487 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"August 14, 2020 12:35 PM","June 11, 2021 3:55 PM"
803,1496,31546,72211,108930,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,Business Management & Operations - Global Business Management Level 1 Certificate,"Business Administration and Management, General",Yes,High School Diploma or Equivalent,https://mypaccatalog.alamo.edu/preview_program.php?catoid=194&poid=34238&returnto=12939,Community college certificate of completion,CL1 Certificate Level 1,800,48,Hybrid,13119900,11102100,41401100, 3264 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 200 ,books,,, 6744 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"August 14, 2020 12:35 PM","June 11, 2021 3:55 PM"
803,1496,31545,72211,108929,Approved,ACCD Palo Alto College,Alamo Colleges offer a vast array of programs and two year degrees. Recent capital improvement programs have allowed us to create some of the best facilities for teaching and learning in the country. Our credits transfer to four year universities for those pursuing bachelors or higher degrees. And our continuing education and workforce development programs help individuals build new careers and meet the needs of business. The Alamo Colleges District empowers our diverse communities for success.,http://www.alamo.edu/pac,Higher Ed -majority of credentials awarded are associates degrees,Main Campus,1400 West Villaret Boulevard,,San Antonio,TX,78224,Bexar,Yes,No,Yes,"Business Management & Operations - Management Specialization, A.A.S.","Business Administration and Management, General",Yes,High School Diploma or Equivalent,https://mypaccatalog.alamo.edu/preview_program.php?catoid=194&poid=34187&returnto=12939,Associates Degree,AAS Associate of Applied Science,1248,96,Hybrid,43309900,43906100,43303100, 6534 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021, 265 ,books,,, 13494 ,Alamo Colleges District Schedule of Tuition and Fees Effective Fall 2020 FY 2020-2021,,"August 14, 2020 12:35 PM","June 11, 2021 3:55 PM"
